==13712== NVPROF is profiling process 13712, command: ./main
==13712== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==13712== Profiling application: ./main
==13712== Profiling result:
==13712== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"warp_execution_efficiency","Warp Execution Efficiency",60.937500%,65.221088%,61.580038%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"warp_nonpred_execution_efficiency","Warp Non-Predicated Execution Efficiency",56.302966%,60.260771%,56.896637%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_replay_overhead","Instruction Replay Overhead",0.042373,0.045351,0.042820
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"shared_load_transactions_per_request","Shared Memory Load Transactions Per Request",0.000000,0.000000,0.000000
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"shared_store_transactions_per_request","Shared Memory Store Transactions Per Request",0.000000,0.000000,0.000000
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"local_load_transactions_per_request","Local Memory Load Transactions Per Request",0.000000,0.000000,0.000000
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"local_store_transactions_per_request","Local Memory Store Transactions Per Request",0.000000,0.000000,0.000000
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"gld_transactions_per_request","Global Load Transactions Per Request",13.250000,13.250000,13.250000
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"gst_transactions_per_request","Global Store Transactions Per Request",3.250000,3.250000,3.250000
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"shared_store_transactions","Shared Store Transactions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"shared_load_transactions","Shared Load Transactions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"local_load_transactions","Local Load Transactions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"local_store_transactions","Local Store Transactions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"gld_transactions","Global Load Transactions",106,106,106
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"gst_transactions","Global Store Transactions",13,13,13
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"sysmem_read_transactions","System Memory Read Transactions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"sysmem_write_transactions","System Memory Write Transactions",5,5,5
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"l2_read_transactions","L2 Read Transactions",42,122,65
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"l2_write_transactions","L2 Write Transactions",26,26,26
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"global_hit_rate","Global Hit Rate in unified l1/tex",0.000000%,0.000000%,0.000000%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"local_hit_rate","Local Hit Rate",0.000000%,0.000000%,0.000000%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"gld_requested_throughput","Requested Global Load Throughput",273.651166MB/s,277.735512MB/s,275.712736MB/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"gst_requested_throughput","Requested Global Store Throughput",136.825583MB/s,138.867756MB/s,137.856195MB/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"gld_throughput","Global Load Throughput",284.597213MB/s,288.844933MB/s,286.741260MB/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"gst_throughput","Global Store Throughput",142.298606MB/s,144.422466MB/s,143.370458MB/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"local_memory_overhead","Local Memory Overhead",0.000000%,0.000000%,0.000000%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"tex_cache_hit_rate","Unified Cache Hit Rate",48.000000%,48.000000%,48.000000%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"l2_tex_read_hit_rate","L2 Hit Rate (Texture Reads)",100.000000%,100.000000%,100.000000%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"l2_tex_write_hit_rate","L2 Hit Rate (Texture Writes)",100.000000%,100.000000%,100.000000%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"tex_cache_throughput","Unified Cache Throughput",284.597213MB/s,288.844933MB/s,286.741260MB/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"l2_tex_read_throughput","L2 Throughput (Texture Reads)",284.597213MB/s,288.844933MB/s,286.741260MB/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"l2_tex_write_throughput","L2 Throughput (Texture Writes)",142.298606MB/s,144.422466MB/s,143.370458MB/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"l2_read_throughput","L2 Throughput (Reads)",459.733960MB/s,1.323583GB/s,725.676485MB/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"l2_write_throughput","L2 Throughput (Writes)",284.597213MB/s,288.844933MB/s,286.741260MB/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"sysmem_read_throughput","System Memory Read Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"sysmem_write_throughput","System Memory Write Throughput",54.730233MB/s,55.547102MB/s,55.142271MB/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"local_load_throughput","Local Memory Load Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"local_store_throughput","Local Memory Store Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"shared_load_throughput","Shared Memory Load Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"shared_store_throughput","Shared Memory Store Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"gld_efficiency","Global Memory Load Efficiency",96.153846%,96.153846%,96.153846%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"gst_efficiency","Global Memory Store Efficiency",96.153846%,96.153846%,96.153846%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"tex_cache_transactions","Unified Cache Transactions",26,26,26
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"flop_count_dp","Floating Point Operations(Double Precision)",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"flop_count_dp_add","Floating Point Operations(Double Precision Add)",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"flop_count_dp_fma","Floating Point Operations(Double Precision FMA)",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"flop_count_dp_mul","Floating Point Operations(Double Precision Mul)",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"flop_count_sp","Floating Point Operations(Single Precision)",3200,3200,3200
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"flop_count_sp_add","Floating Point Operations(Single Precision Add)",400,400,400
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"flop_count_sp_fma","Floating Point Operations(Single Precision FMA)",1400,1400,1400
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"flop_count_sp_mul","Floating Point Operation(Single Precision Mul)",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"flop_count_sp_special","Floating Point Operations(Single Precision Special)",200,200,200
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_executed","Instructions Executed",441,472,467
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_issued","Instructions Issued",461,492,487
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"sysmem_utilization","System Memory Utilization","Low (1)","Low (1)","Low (1)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"stall_inst_fetch","Issue Stall Reasons (Instructions Fetch)",10.668203%,51.980690%,19.174030%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"stall_exec_dependency","Issue Stall Reasons (Execution Dependency)",15.175708%,29.254830%,25.443470%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"stall_memory_dependency","Issue Stall Reasons (Data Request)",6.004777%,12.142100%,10.407389%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"stall_texture","Issue Stall Reasons (Texture)",0.000000%,0.000000%,0.000000%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"stall_sync","Issue Stall Reasons (Synchronization)",0.000000%,0.000000%,0.000000%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"stall_other","Issue Stall Reasons (Other)",2.115319%,6.279636%,4.355302%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"stall_constant_memory_dependency","Issue Stall Reasons (Immediate constant)",23.115150%,50.541475%,39.592586%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"stall_pipe_busy","Issue Stall Reasons (Pipe Busy)",0.150119%,0.289131%,0.250574%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"shared_efficiency","Shared Memory Efficiency",0.000000%,0.000000%,0.000000%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_fp_32","FP Instructions(Single)",2700,2700,2700
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_fp_64","FP Instructions(Double)",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_integer","Integer Instructions",2824,2824,2824
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_bit_convert","Bit-Convert Instructions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_control","Control-Flow Instructions",1156,1156,1156
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_compute_ld_st","Load/Store Instructions",300,300,300
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_misc","Misc Instructions",1524,1524,1524
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_inter_thread_communication","Inter-Thread Instructions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"issue_slots","Issue Slots",406,432,428
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"cf_issued","Issued Control-Flow Instructions",98,108,106
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"cf_executed","Executed Control-Flow Instructions",98,108,106
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"ldst_issued","Issued Load/Store Instructions",55,55,55
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"ldst_executed","Executed Load/Store Instructions",28,28,28
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"atomic_transactions","Atomic Transactions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"atomic_transactions_per_request","Atomic Transactions Per Request",0.000000,0.000000,0.000000
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"l2_atomic_throughput","L2 Throughput (Atomic requests)",0.000000B/s,0.000000B/s,0.000000B/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"l2_atomic_transactions","L2 Transactions (Atomic requests)",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"l2_tex_read_transactions","L2 Transactions (Texture Reads)",26,26,26
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"stall_memory_throttle","Issue Stall Reasons (Memory Throttle)",0.468550%,0.916839%,0.769834%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"stall_not_selected","Issue Stall Reasons (Not Selected)",0.000000%,0.013144%,0.006816%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"l2_tex_write_transactions","L2 Transactions (Texture Writes)",13,13,13
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"flop_count_hp","Floating Point Operations(Half Precision)",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"flop_count_hp_add","Floating Point Operations(Half Precision Add)",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"flop_count_hp_mul","Floating Point Operation(Half Precision Mul)",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"flop_count_hp_fma","Floating Point Operations(Half Precision FMA)",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_fp_16","HP Instructions(Half)",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"sysmem_read_utilization","System Memory Read Utilization","Idle (0)","Idle (0)","Idle (0)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"sysmem_write_utilization","System Memory Write Utilization","Low (1)","Low (1)","Low (1)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"pcie_total_data_transmitted","PCIe Total Data Transmitted",0,512,128
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"pcie_total_data_received","PCIe Total Data Received",0,512,38
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_executed_global_loads","Warp level instructions for global loads",8,8,8
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_executed_local_loads","Warp level instructions for local loads",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_executed_shared_loads","Warp level instructions for shared loads",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_executed_surface_loads","Warp level instructions for surface loads",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_executed_global_stores","Warp level instructions for global stores",4,4,4
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_executed_local_stores","Warp level instructions for local stores",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_executed_shared_stores","Warp level instructions for shared stores",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_executed_surface_stores","Warp level instructions for surface stores",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_executed_global_atomics","Warp level instructions for global atom and atom cas",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_executed_global_reductions","Warp level instructions for global reductions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_executed_surface_atomics","Warp level instructions for surface atom and atom cas",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_executed_surface_reductions","Warp level instructions for surface reductions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_executed_shared_atomics","Warp level shared instructions for atom and atom CAS",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"inst_executed_tex_ops","Warp level instructions for texture",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"l2_global_load_bytes","Bytes read from L2 for misses in Unified Cache for global loads",832,832,832
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"l2_local_load_bytes","Bytes read from L2 for misses in Unified Cache for local loads",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"l2_surface_load_bytes","Bytes read from L2 for misses in Unified Cache for surface loads",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"l2_local_global_store_bytes","Bytes written to L2 from Unified Cache for local and global stores.",416,416,416
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"l2_global_reduction_bytes","Bytes written to L2 from Unified cache for global reductions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"l2_global_atomic_store_bytes","Bytes written to L2 from Unified cache for global atomics",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"l2_surface_store_bytes","Bytes written to L2 from Unified Cache for surface stores.",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"l2_surface_reduction_bytes","Bytes written to L2 from Unified Cache for surface reductions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"l2_surface_atomic_store_bytes","Bytes transferred between Unified Cache and L2 for surface atomics",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"global_load_requests","Total number of global load requests from Multiprocessor",26,26,26
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"local_load_requests","Total number of local load requests from Multiprocessor",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"surface_load_requests","Total number of surface load requests from Multiprocessor",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"global_store_requests","Total number of global store requests from Multiprocessor",13,13,13
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"local_store_requests","Total number of local store requests from Multiprocessor",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"surface_store_requests","Total number of surface store requests from Multiprocessor",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"global_atomic_requests","Total number of global atomic requests from Multiprocessor",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"global_reduction_requests","Total number of global reduction requests from Multiprocessor",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"surface_atomic_requests","Total number of surface atomic requests from Multiprocessor",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"surface_reduction_requests","Total number of surface reduction requests from Multiprocessor",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"sysmem_read_bytes","System Memory Read Bytes",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"sysmem_write_bytes","System Memory Write Bytes",160,160,160
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"l2_tex_hit_rate","L2 Cache Hit Rate",100.000000%,100.000000%,100.000000%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"texture_load_requests","Total number of texture Load requests from Multiprocessor",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"unique_warps_launched","Number of warps launched",8,8,8
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"sm_efficiency","Multiprocessor Activity",0.620963%,1.164718%,0.852156%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"achieved_occupancy","Achieved Occupancy",0.079461,0.084383,0.082869
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"ipc","Executed IPC",0.147823,0.308094,0.269820
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"issued_ipc","Issued IPC",0.194761,0.320939,0.273703
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"issue_slot_utilization","Issue Slot Utilization",4.288128%,7.045010%,6.010911%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"eligible_warps_per_cycle","Eligible Warps Per Active Cycle",0.171441,0.282269,0.233347
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"tex_utilization","Unified Cache Utilization","Low (1)","Low (1)","Low (1)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"l2_utilization","L2 Cache Utilization","Low (1)","Low (1)","Low (1)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"shared_utilization","Shared Memory Utilization","Idle (0)","Idle (0)","Idle (0)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"ldst_fu_utilization","Load/Store Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"cf_fu_utilization","Control-Flow Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"special_fu_utilization","Special Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"tex_fu_utilization","Texture Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"single_precision_fu_utilization","Single-Precision Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"double_precision_fu_utilization","Double-Precision Function Unit Utilization","Idle (0)","Idle (0)","Idle (0)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"flop_hp_efficiency","FLOP Efficiency(Peak Half)",0.000000%,0.000000%,0.000000%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"flop_sp_efficiency","FLOP Efficiency(Peak Single)",0.004777%,0.006872%,0.005871%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"flop_dp_efficiency","FLOP Efficiency(Peak Double)",0.000000%,0.000000%,0.000000%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",40,"dram_read_transactions","Device Memory Read Transactions",0,72,1
